year,make,model,trim,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice
2013,FIAT,500,Pop,hatchback,manual,fl,4,49940.0,black,gray,7325,6100
2014,,,,,,on,5,10851.0,blue,gray,21400,24800
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,tn,3.7,30831.0,black,black,11750,11500
2014,Kia,Sorento,LX,SUV,automatic,tx,3.7,38912.0,burgundy,tan,15700,15800
2001,Oldsmobile,Intrigue,GL,Sedan,automatic,md,2.6,54463.0,gold,gray,1375,1600
2013,Dodge,Journey,SXT,SUV,automatic,tx,3.7,30034.0,orange,—,14100,12000
2005,Chrysler,300,Touring,Sedan,automatic,az,1.9,193099.0,silver,gray,2775,2700
2007,Lexus,IS 350,Base,Sedan,automatic,mo,3.5,79413.0,black,gray,13500,14900
2009,BMW,3 Series,328i,Sedan,manual,az,,48402.0,red,black,13150,14700
2011,Chevrolet,Malibu,LS Fleet,Sedan,automatic,tx,4.1,65487.0,white,gray,8425,8700
2002,Honda,Odyssey,EX,Minivan,automatic,fl,2.1,158211.0,silver,gray,1900,2000
2014,Kia,Rio,LX,Sedan,automatic,fl,4.7,4890.0,red,gray,11750,11400
2015,Hyundai,Elantra,SE,Sedan,automatic,ca,1,1964.0,white,gray,14300,11700
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,ne,3.6,65566.0,white,black,11900,11800
2007,Honda,Civic,Hybrid,Sedan,automatic,ca,3.9,88959.0,gold,tan,5175,7800
2010,Mercedes-Benz,E-Class,E350,Sedan,automatic,fl,4.3,44512.0,black,black,21800,23600
2012,Ford,Fusion,SE,sedan,automatic,nj,4.4,28732.0,gray,black,11650,12500
2011,Honda,Pilot,EX-L,suv,automatic,fl,3.7,86065.0,silver,gray,16650,16600
2012,Ford,Focus,SE,Sedan,automatic,fl,4.1,31166.0,blue,gray,10150,9300
2013,Toyota,Camry,LE,Sedan,,pa,3.4,41424.0,blue,gray,13650,13300
2011,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,tn,4.2,38884.0,black,black,18400,19000
2007,Jeep,Compass,Sport,suv,automatic,fl,1.9,149442.0,white,gray,3375,1600
2004,Kia,Sedona,EX,Minivan,automatic,nj,1.9,162849.0,blue,gray,1275,800
2013,Honda,Fit,Base,Hatchback,automatic,tx,1.9,39032.0,black,gray,10950,10300
2007,HUMMER,H3,Base,SUV,automatic,nj,3.5,93644.0,white,beige,11700,10100
2012,Infiniti,FX,FX35,SUV,automatic,fl,4,23696.0,black,black,31700,32400
2012,Ford,Fusion,SE,Sedan,automatic,nj,3.1,30980.0,silver,gray,11750,11300
2013,Toyota,Camry,SE,sedan,automatic,oh,3.3,30238.0,blue,black,14350,13900
2010,,,,,automatic,tn,2.7,94592.0,blue,black,20800,25300
2012,Ford,Fusion,SEL,Sedan,automatic,tn,4.2,30987.0,blue,—,13100,13200
2003,BMW,Z4,2.5i,Convertible,automatic,fl,2.1,116161.0,white,tan,5250,4900
2014,BMW,X5,sDrive35i,SUV,automatic,ca,,22419.0,white,—,47600,42000
2002,Buick,Rendezvous,CX,suv,automatic,md,1,101084.0,beige,gray,2100,300
2012,Nissan,Maxima,3.5 SV,sedan,,pa,4.7,37826.0,black,black,16550,19800
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,nj,3.9,49610.0,silver,black,13700,15700
2008,Toyota,Avalon,Limited,Sedan,automatic,az,3.4,76330.0,beige,tan,11450,10700
2010,Chevrolet,Malibu,Fleet,Sedan,automatic,mo,4.3,81868.0,gold,tan,7550,8500
2014,Lincoln,MKX,Base,SUV,automatic,il,5,17191.0,red,gray,35900,37600
2014,Toyota,Camry,LE,Sedan,automatic,nc,2.9,22795.0,silver,gray,15300,13900
2013,Ford,Focus,SE,hatchback,manual,ny,3.5,18025.0,white,gray,11550,9400
2009,BMW,X5,xDrive30i,suv,automatic,mi,5,63774.0,black,brown,17600,21800
2007,Ford,Focus,ZX4 SE,sedan,automatic,ms,4.1,88380.0,silver,gray,3800,3700
2004,Ford,Mustang,GT Deluxe,convertible,manual,fl,2.8,98287.0,black,black,5525,6900
2012,Nissan,Altima,2.5 S,Sedan,automatic,mo,3.6,54879.0,black,black,10450,8400
2004,,,,,automatic,nj,2.5,174781.0,gray,gray,8500,7400
2007,Ford,F-150,XL,Regular Cab,automatic,ga,3.9,119501.0,gold,beige,4150,6500
2012,Nissan,Murano,S,SUV,automatic,ca,4,34008.0,white,beige,15650,17300
2007,Dodge,Magnum,SE,Wagon,automatic,fl,2.5,133065.0,blue,gray,3775,4500
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,tx,3.8,15910.0,black,black,33500,33000
2010,Dodge,Journey,R/T,SUV,,on,3.7,71926.0,beige,beige,13650,13100
2006,Pontiac,Grand Prix,Base,Sedan,automatic,pa,1.9,128062.0,red,black,2750,1500
2011,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,,nj,2.7,53346.0,—,brown,36300,35000
2009,BMW,3 Series,335i xDrive,coupe,automatic,pa,2.8,102428.0,gray,black,13000,11600
2002,Nissan,Sentra,GXE,Sedan,automatic,ca,1.9,118865.0,black,gray,1375,2000
2011,Honda,Pilot,EX-L,SUV,automatic,ca,3.8,52845.0,black,gray,19550,21500
2014,Kia,Soul,+,Wagon,automatic,tx,4.2,42944.0,brown,black,13000,14200
2003,Ford,Windstar,LX,Minivan,automatic,fl,1.9,148569.0,silver,gray,975,600
2012,Ford,Fiesta,SES,Hatchback,automatic,fl,4.5,16269.0,—,black,10800,11000
2013,Acura,TL,Base,Sedan,automatic,ga,2.9,32249.0,charcoal,gray,21100,19700
2013,Nissan,Sentra,FE+ SV,Sedan,automatic,tx,4.1,35596.0,gray,gray,10800,11200
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,tn,4.6,31032.0,black,black,21600,23600
2012,Nissan,Maxima,3.5 S,Sedan,automatic,tx,3.7,32423.0,white,black,17650,17200
2004,Hyundai,Sonata,GLS,Sedan,automatic,ca,3,123737.0,gray,black,1775,1900
2004,Ford,Econoline Cargo,E-250,Van,,fl,1.9,207569.0,white,gray,1975,2600
2007,Ford,Edge,SEL,SUV,,nc,4.2,160080.0,off-white,gray,5825,6000
2004,Cadillac,Escalade,Base,SUV,automatic,nj,2.7,161882.0,black,beige,6025,4000
2013,Ford,Explorer,XLT,SUV,automatic,tn,4,19849.0,red,black,27300,26000
2014,Jeep,Compass,Sport,suv,,pa,4.4,24107.0,blue,black,15900,16000
2012,Nissan,Rogue,S,SUV,,tn,3.8,43354.0,gray,black,13700,13600
2008,Ford,F-150,XLT,SuperCab,,ab,2,221332.0,gray,black,6500,5400
2014,Jeep,Grand Cherokee,Overland,SUV,automatic,tx,5,6999.0,white,black,38800,38750
2012,Hyundai,Sonata,GLS,Sedan,automatic,fl,4.2,48350.0,gray,beige,10950,11600
2014,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,nj,3.5,18950.0,white,black,27300,25750
2012,Honda,Accord,SE,sedan,automatic,pa,2.1,34630.0,white,tan,12650,12100
2014,Jeep,Grand Cherokee,Limited,SUV,,on,4.7,32329.0,white,black,37100,37000
2013,Dodge,Challenger,R/T,Coupe,automatic,wa,4.6,10134.0,purple,black,24900,25800
2008,Ford,Econoline Cargo,E-250,Van,,md,3.5,135407.0,white,gray,6825,7700
2009,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,,pa,3.4,56639.0,black,gray,14250,14100
2009,BMW,3 Series,328i,Sedan,automatic,ca,2.3,67972.0,red,—,12700,11500
2012,Chrysler,300,Limited,Sedan,automatic,pa,4.9,51365.0,silver,black,15650,16300
2013,Ford,Escape,SE,SUV,automatic,tn,4.8,19885.0,white,gray,16850,17300
2006,Mitsubishi,Raider,Duro Cross V8,Extended Cab,automatic,nj,3.9,86572.0,gray,black,8075,5700
2012,Jeep,Liberty,Sport,SUV,automatic,pa,3.2,32394.0,gray,gray,15350,14400
2006,Chevrolet,Impala,LT,Sedan,automatic,oh,3.5,137564.0,beige,gray,3125,3800
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,mn,4,30423.0,red,black,16500,17000
2011,Nissan,Altima,2.5 S,Sedan,automatic,wi,1.9,73654.0,silver,black,9225,7700
2003,Lincoln,Town Car,Executive,Sedan,automatic,ga,3.3,61928.0,white,tan,4775,5000
2013,Ford,Fusion,SE,Sedan,automatic,mn,3.9,33025.0,red,tan,14500,14200
2005,Nissan,Xterra,SE,SUV,automatic,ca,2.8,156552.0,beige,gray,4675,4000
2010,Dodge,Caliber,SXT Fleet,Wagon,automatic,sc,2.9,102194.0,beige,gray,5700,5000
2011,Nissan,Rogue,SV,SUV,automatic,il,3.5,19432.0,white,gray,14500,16200
2013,Chrysler,300,C,Sedan,automatic,va,4,27491.0,black,black,19950,21400
2015,Kia,Sorento,LX,SUV,automatic,tn,4.8,6994.0,silver,black,19400,19500
2012,Nissan,Maxima,3.5 S,sedan,automatic,ca,4.4,78426.0,blue,black,13650,14750
2015,Chevrolet,Suburban,LT,suv,automatic,il,4.4,14050.0,white,gray,49700,43000
2013,Nissan,Altima,2.5,Sedan,automatic,nj,3.4,21469.0,black,black,14850,14300
2004,Honda,CR-V,EX,SUV,automatic,ny,,159460.0,green,tan,4500,3800
2012,Toyota,RAV4,Base,SUV,automatic,pa,4.7,17607.0,blue,gray,17050,27250
2014,Toyota,Prius,Two,Hatchback,automatic,ga,4.3,12612.0,white,gray,19150,19700
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,wa,4.4,59530.0,white,gray,9925,10600
2010,Kia,Forte,EX,sedan,automatic,fl,3.8,67502.0,black,gray,6700,7000
2004,Honda,Accord,EX,Sedan,automatic,md,3,177762.0,white,tan,3675,3900
2003,Mitsubishi,Montero,Limited,SUV,automatic,il,,114519.0,silver,—,3850,4200
2014,Toyota,Camry,SE,Sedan,automatic,tx,4.7,33191.0,black,black,15300,15000
2008,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,,pa,3.8,86211.0,white,beige,12100,12100
2013,Lexus,RX 350,Base,SUV,automatic,fl,3.5,16726.0,black,black,33100,33800
2012,Nissan,Altima,2.5 S,sedan,automatic,az,3.7,69031.0,silver,black,9500,9500
2013,Ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,ca,4.2,36748.0,white,gray,17600,17250
2006,BMW,7 Series,750i,sedan,automatic,fl,2.5,164497.0,black,black,3450,5400
2005,Chrysler,Town and Country,LX,Minivan,automatic,ga,2.7,79798.0,silver,gray,3225,2900
2011,GMC,Acadia,Denali,SUV,automatic,mn,5,22069.0,white,black,30200,29600
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,tx,3.1,62058.0,gray,black,14900,15000
2004,Volkswagen,Touareg,V6,SUV,automatic,md,2.1,120952.0,gray,gray,4375,3600
2010,Volkswagen,Jetta,TDI,Sedan,manual,fl,3,123277.0,red,black,7450,6000
2012,Kia,Optima,LX,Sedan,,pa,3.7,39125.0,black,beige,12150,11300
2013,Chevrolet,Camaro,LT,Coupe,automatic,ga,4.4,45558.0,silver,gray,18200,17700
2013,Ford,F-150,XLT,SuperCrew,automatic,oh,4.4,26212.0,white,gray,26100,29500
2012,Ford,Escape,XLT,SUV,automatic,tn,4.7,35697.0,black,black,14250,14500
2013,BMW,3 Series,335is,Convertible,automatic,fl,4.1,19275.0,silver,black,38600,39000
2013,Nissan,Altima,2.5,Sedan,automatic,fl,2,34120.0,beige,beige,13350,13100
2012,Dodge,Avenger,SE,Sedan,automatic,az,3.6,69018.0,gray,black,8600,9000
2014,BMW,3 Series,320i,Sedan,automatic,fl,4.7,17761.0,white,black,21600,24000
2010,MINI,Cooper,S,Hatchback,manual,pa,4.2,63035.0,white,gray,10900,10300
2012,Ford,Fusion,SE,Sedan,automatic,fl,4.4,95676.0,—,black,7525,7700
2014,Nissan,Pathfinder,SV,SUV,automatic,tn,4.4,20865.0,silver,black,22300,24000
2013,Lincoln,MKS,Base,sedan,automatic,mi,4.5,44613.0,white,tan,21000,20700
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,fl,4.3,43814.0,white,black,20200,19400
2012,Dodge,Caliber,SXT,Wagon,automatic,ga,3.3,58896.0,silver,black,8325,9300
2014,Lincoln,MKS,Base,Sedan,automatic,tn,4.4,31302.0,,,24100,23400
2013,Hyundai,Accent,GLS,Sedan,automatic,fl,3.2,27166.0,white,beige,9925,10200
2009,Hyundai,Genesis,4.6,Sedan,automatic,fl,3.5,65730.0,blue,tan,14550,14000
2013,Nissan,Altima,2.5,sedan,automatic,pa,3.6,56120.0,black,black,10850,10800
2011,Ford,Taurus,SEL,Sedan,automatic,az,4.6,51286.0,purple,beige,12750,13600
2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,ma,3.1,90678.0,blue,tan,4800,3600
2012,Ford,Focus,SE,Sedan,automatic,tn,4.1,27421.0,—,gray,10200,10300
2012,Scion,xB,Base,Wagon,automatic,md,2.8,16274.0,purple,black,11950,10700
2012,Dodge,Charger,SE,sedan,automatic,fl,3.8,44714.0,silver,beige,14000,14500
2003,Chevrolet,Silverado 2500HD,Base,crew cab,automatic,ga,2,164123.0,gray,tan,11050,12800
2007,Cadillac,Escalade,Base,SUV,automatic,ca,2,123101.0,gold,black,17000,16100
2010,BMW,7 Series,750i xDrive,Sedan,automatic,fl,2.7,71162.0,black,black,26000,26600
2007,Ford,Edge,SEL,SUV,automatic,oh,3.7,82128.0,beige,black,9000,9900
2013,Jaguar,XF,Base,Sedan,automatic,fl,4.9,4861.0,black,black,35000,37200
2011,Toyota,Camry,LE,Sedan,automatic,ca,2.3,97680.0,blue,gray,8700,8400
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,4,11663.0,gold,tan,20200,21000
2014,Ford,Fusion,SE,sedan,automatic,il,3.9,11146.0,green,black,14650,13900
2014,Kia,Sorento,LX,SUV,automatic,mo,3.9,32107.0,black,gray,18050,17700
2012,Ram,2500,SLT,Crew Cab,automatic,wa,2,85620.0,white,gray,25200,24500
2012,Nissan,Altima,2.5,Sedan,automatic,fl,2.7,38873.0,black,black,11450,11800
2013,Infiniti,G Sedan,G37x,g sedan,automatic,il,3.7,16534.0,white,black,21800,20700
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,mn,4.4,39420.0,white,black,27500,26700
2011,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,3.5,80383.0,gray,black,27200,24000
2014,Mazda,MX-5 Miata,Grand Touring,Convertible,manual,ca,4.5,1620.0,gray,black,24500,26000
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,2.1,18963.0,black,gray,13050,11400
2014,Dodge,Charger,SXT,sedan,,on,4.9,11672.0,white,black,20600,27000
2013,Ford,Focus,SE,Hatchback,automatic,tx,3.7,43035.0,gray,black,10650,11000
2009,Chevrolet,HHR,Panel LS,Wagon,automatic,ca,2,91170.0,white,black,4800,5300
2007,Volkswagen,New Beetle,Triple White,Convertible,automatic,fl,3.7,79928.0,white,white,5825,7400
2014,Mercedes-Benz,CLS-Class,CLS550,sedan,automatic,fl,4.3,27497.0,silver,gray,47800,48000
2014,Hyundai,Sonata,GLS,Sedan,automatic,tx,4,31552.0,white,gray,13150,13000
2014,Ram,2500,SLT,Crew Cab,automatic,nv,4,20071.0,silver,gray,28300,28300
2011,Chevrolet,Equinox,LT2,SUV,automatic,nc,4.5,47651.0,beige,gray,12350,13200
2010,Ford,Taurus,SE,Sedan,automatic,mn,2.8,94681.0,silver,gray,9050,8600
2011,Chevrolet,Camaro,2SS,Coupe,manual,tn,3.5,58949.0,black,black,19700,19400
2013,Ford,Escape,SEL,suv,automatic,ms,4.6,10857.0,—,gray,20400,19100
2012,GMC,Yukon XL,Denali,SUV,automatic,tx,4,22457.0,black,beige,40600,41500
2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,il,4.2,14678.0,blue,gray,18700,16000
2015,Ford,Taurus,Limited,Sedan,automatic,tx,3.3,33170.0,black,beige,21800,22000
2002,Nissan,Pathfinder,LE,SUV,automatic,ga,1.9,146493.0,silver,black,2525,2300
2008,Dodge,Nitro,SLT,SUV,automatic,sc,3.5,127551.0,red,gray,6575,7600
2012,Ford,Fusion,SE,Sedan,automatic,in,4.1,70368.0,silver,gray,9225,8700
2013,Ford,Fusion,SE,Sedan,automatic,tx,4,13117.0,blue,beige,15100,14500
2005,Chrysler,Town and Country,Touring,Minivan,automatic,ga,3.1,159214.0,silver,gray,1775,2900
2011,Nissan,Rogue,SV,suv,automatic,fl,3.8,17806.0,blue,gray,14000,15200
2014,Ford,Escape,Titanium,SUV,,pa,4.2,40660.0,white,beige,21200,20200
2007,BMW,X5,3.0si,SUV,automatic,ca,3.5,59720.0,black,black,16000,13500
2014,Toyota,Camry,LE,sedan,automatic,fl,4.6,12875.0,silver,gray,15650,15700
2015,Hyundai,Sonata,SE,Sedan,automatic,ne,4.5,31444.0,gray,tan,14450,14000
2004,Acura,MDX,Touring,suv,automatic,ca,2.6,180028.0,white,gray,3725,4300
2005,Nissan,Murano,SE,SUV,automatic,ca,1.9,140588.0,gray,black,4375,4400
2011,Dodge,Grand Caravan,Express,Minivan,automatic,ca,4.4,94972.0,white,gray,7600,8300
2014,Jeep,Compass,Sport,SUV,automatic,tn,3.5,44220.0,red,black,15300,14700
2006,Ford,Explorer,XLS,SUV,automatic,nj,1,78449.0,silver,gray,5450,2100
2006,Chevrolet,Cobalt,LT,sedan,automatic,oh,1.9,132201.0,red,black,2375,1850
2012,Lexus,ES 350,Base,Sedan,automatic,fl,3.8,16963.0,white,beige,23500,22400
2011,Nissan,Rogue,SV,SUV,,pa,4.5,52103.0,gray,gray,20700,20600
2007,Ford,F-150,XLT,SuperCrew,automatic,wa,2.8,85597.0,gray,black,12400,13100
2012,Ford,Fusion,SE,Sedan,automatic,ca,4.4,30474.0,black,black,11800,12100
2005,,,,,automatic,nc,3.5,53475.0,red,tan,6675,8700
2012,Nissan,Altima,2.5,Sedan,automatic,il,3.2,20587.0,black,black,13400,13000
2010,Ford,F-150,Lariat,supercrew,automatic,pa,4.3,93320.0,black,beige,21000,19500
2010,Chevrolet,Traverse,LT1,SUV,automatic,tx,2.4,56131.0,black,black,14150,15300
2014,Ford,Focus,SE,Hatchback,automatic,mo,3.9,16436.0,black,black,12700,12100
2013,Lexus,RX 350,Base,SUV,automatic,il,,19520.0,silver,—,33500,32000
2003,Chrysler,PT Cruiser,Limited Edition,Wagon,automatic,fl,3.5,162831.0,white,black,1000,1550
2012,Lexus,ES 350,Base,sedan,automatic,fl,3.8,18827.0,—,gray,22300,22700
2013,BMW,5 Series,550i xDrive,Sedan,,pa,4.1,38339.0,blue,black,41700,43000
2014,Dodge,Grand Caravan,SXT,minivan,automatic,il,4,24099.0,beige,black,16850,17000
2007,Chrysler,300,C,Sedan,automatic,fl,1.9,102215.0,white,beige,8875,6000
1998,,,,,automatic,fl,2,187394.0,green,gray,175,400
2013,Chevrolet,Impala,LS Fleet,sedan,automatic,oh,3.6,59414.0,silver,gray,8875,9100
2010,Nissan,Sentra,2.0 S,Sedan,automatic,mo,2.5,103436.0,red,gray,5500,4500
2007,Audi,A4,2.0T,Sedan,automatic,ca,4.1,62815.0,white,beige,7875,9750
2008,Nissan,Sentra,2.0 S,Sedan,automatic,ny,,83690.0,black,gray,5150,4900
2008,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,,pa,4.1,59817.0,burgundy,tan,14250,14400
2008,Saturn,Outlook,XR,SUV,automatic,il,2.5,106505.0,white,beige,8225,9900
2014,Infiniti,Q50,Premium,Sedan,automatic,fl,4.8,16143.0,blue,black,27200,28600
2004,Lexus,RX 330,Base,suv,automatic,pa,2.7,126457.0,silver,gray,8750,7800
2011,BMW,1 Series,128i,Convertible,automatic,ca,4.7,48674.0,red,black,18150,18600
2013,Ford,Fusion,Titanium,Sedan,automatic,ny,4.8,19446.0,gray,black,22000,22700
2013,Hyundai,Sonata,GLS,Sedan,automatic,oh,4.3,42302.0,gray,gray,12100,11800
2012,Toyota,Sienna,XLE 8-Passenger,minivan,,pa,3.7,43299.0,gray,gray,20400,22600
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,2.3,39739.0,white,tan,12000,10000
2014,Buick,Enclave,Leather Group,SUV,automatic,fl,4,16418.0,off-white,tan,31700,33700
2013,Ford,Explorer,Base,SUV,automatic,tx,2.9,17661.0,—,beige,21400,22900
2013,Nissan,Altima,2.5,Sedan,,pa,4.5,17782.0,silver,black,14850,14000
2004,Honda,Civic,Value Package,Coupe,manual,ca,2.1,128518.0,blue,beige,2950,2500
2014,Nissan,Versa,1.6 SV,Sedan,manual,co,4.4,21699.0,silver,black,10100,9200
2012,BMW,5 Series,535i,Sedan,automatic,ca,4.4,66194.0,gray,black,29000,28750
2013,Ford,Transit Connect,Cargo Van XLT,Minivan,,md,3.7,34471.0,white,gray,13850,15000
2010,Honda,Accord,LX,Sedan,automatic,ga,3.3,43382.0,gray,gray,10500,11500
2012,,,,,,nj,3.6,48799.0,gray,gray,45500,48750
2012,Nissan,Quest,SL,Minivan,automatic,oh,4.4,50725.0,blue,gray,18600,20900
2004,Dodge,Stratus,SXT,Coupe,automatic,az,,124651.0,red,black,1600,800
2010,Honda,Accord,LX,Sedan,automatic,ca,1.9,82580.0,silver,gray,8725,6800
2012,Lexus,IS 250 C,Base,Convertible,automatic,fl,3.8,26320.0,black,gray,30000,28700
2012,Mercedes-Benz,E-Class,E63 AMG,Sedan,automatic,wi,3.5,45103.0,black,gray,51800,51000
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,fl,2.1,92676.0,white,gray,6700,5600
2001,Ford,F-150,XLT,supercrew,automatic,ma,1.9,229213.0,blue,gray,2325,900
2012,Nissan,Sentra,2.0 SR,Sedan,automatic,fl,3.4,44705.0,red,gray,9400,10000
2012,Hyundai,Sonata,Limited,Sedan,automatic,ga,4.1,84506.0,blue,tan,12050,13100
2013,Dodge,Avenger,SXT,Sedan,,nj,3.5,56013.0,silver,black,9850,9300
2006,Ford,Fusion,SEL,Sedan,automatic,nc,2.2,111218.0,beige,beige,4375,6000
2012,Nissan,Sentra,2.0 S,Sedan,automatic,fl,4.6,30415.0,silver,gray,9650,10600
2011,Ford,Focus,SE,Sedan,automatic,tx,1,98163.0,red,black,5525,2000
2014,Mazda,Mazda3,i Grand Touring,Sedan,automatic,ca,4.8,6917.0,red,black,18900,19500
2012,Jeep,Grand Cherokee,Laredo,SUV,,pa,4.2,42762.0,silver,black,22600,23400
2010,Chevrolet,malibu,ls,sedan,automatic,mi,4.2,40718.0,gray,brown,8575,9700
2010,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,mi,4.2,50393.0,gray,black,20800,19700
2014,Volkswagen,Jetta,SE,Sedan,,on,4.3,41474.0,silver,black,13550,13500
2013,Ford,Fusion,SE,Sedan,automatic,mi,4.2,39963.0,silver,black,13800,13300
2012,Toyota,Tacoma,V6,Double Cab,automatic,ca,5,78667.0,silver,black,22900,25500
2013,Dodge,Dart,SXT,sedan,automatic,in,4.3,15813.0,blue,black,12400,12600
2012,Ford,Fusion,SE,Sedan,automatic,mn,4.2,78126.0,—,tan,8875,9700
2009,Honda,CR-V,EX-L,SUV,automatic,fl,3.7,136585.0,white,gray,11700,14800
2002,Dodge,Grand Caravan,Sport,Minivan,automatic,az,1.9,178214.0,white,beige,1125,900
2007,Jeep,Grand Cherokee,Laredo,SUV,automatic,nj,2.5,96954.0,black,gray,8325,7800
2007,Honda,Accord,Special Edition V-6,Sedan,automatic,il,4.2,58611.0,silver,black,8200,8600
2014,Dodge,Durango,Limited,SUV,automatic,mn,4,18541.0,gray,black,29900,31400
2015,,,,,automatic,fl,4,11021.0,white,gray,15400,15500
2012,Nissan,Altima,2.5 S,sedan,automatic,ga,3.6,24376.0,white,black,12350,12500
2004,Hyundai,Sonata,GLS,Sedan,automatic,ny,,74584.0,silver,gray,2950,1000
2014,Nissan,Versa Note,1.6 SV,Hatchback,automatic,fl,2,42513.0,white,black,9925,7000
2013,Ford,Edge,Limited,SUV,automatic,ma,4.1,56449.0,silver,black,19900,20000
2012,Toyota,Camry,LE,Sedan,automatic,fl,3.8,38414.0,black,black,12300,12800
2007,Hyundai,Elantra,GLS,Sedan,automatic,tx,2.7,131271.0,blue,gray,3075,4300
2006,Chevrolet,Aveo,LS,Sedan,automatic,pa,1,106416.0,silver,black,1925,475
2004,Dodge,Ram Pickup 1500,SLT,quad cab,automatic,fl,1.5,112907.0,blue,black,7100,5300
2002,Pontiac,Grand Am,SE1,Sedan,automatic,la,1.9,125266.0,white,black,1350,275
2014,Ford,F-150,XLT,SuperCrew,automatic,pa,4.8,12703.0,white,gray,29000,25500
2012,Nissan,Altima,3.5 SR,Sedan,automatic,nc,3.5,49107.0,white,tan,12800,14800
2013,Toyota,Yaris,LE,hatchback,automatic,ms,3.4,56783.0,black,black,8450,8500
2008,Dodge,Magnum,Base,Wagon,automatic,tn,2.9,152020.0,white,black,3250,3900
2003,GMC,Sierra 1500,Base,Extended Cab,automatic,tx,2.8,267893.0,gray,gray,2875,3700
2009,Honda,Accord,LX-P,Sedan,automatic,pa,3.1,101926.0,black,beige,7875,7600
2007,Volkswagen,Rabbit,PZEV,Hatchback,automatic,ca,4.1,78431.0,gray,gray,4825,7300
2012,Ford,Taurus,SE,Sedan,automatic,nj,1.9,34113.0,black,gray,13050,1800
2006,HUMMER,H3,Base,SUV,automatic,nc,4.2,74653.0,green,—,11950,12400
2005,Ford,Focus,ZX3 SES,Hatchback,automatic,oh,4.4,68008.0,red,gray,2450,5000
2012,Mazda,Mazda6,i Grand Touring,sedan,,pa,3.8,42430.0,white,black,13300,13700
2004,Ford,F-150,Lariat,SuperCrew,automatic,ca,3.3,131130.0,gold,beige,7975,8700
2008,Dodge,Avenger,SE,Sedan,automatic,ca,2,168946.0,red,gray,2725,2700
2012,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,ca,4,53565.0,white,gray,13200,13100
2014,Ford,Escape,SE,SUV,automatic,tn,3.5,44475.0,—,gray,16850,16800
2011,BMW,3 Series,328i,Sedan,automatic,ca,4.2,29236.0,white,tan,21000,19000
2013,Ford,Escape,SEL,SUV,automatic,il,4.4,20571.0,silver,beige,18400,19300
2011,Ford,Fusion,SEL,Sedan,automatic,pr,4.4,55533.0,silver,black,10400,11000
2006,Jeep,Liberty,Limited,SUV,automatic,fl,4.2,69883.0,silver,gray,6500,6100
2012,Acura,TL,Technology Package,Sedan,,pa,2.2,57368.0,black,gray,18550,17300
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,2.9,40738.0,white,black,11600,10800
2013,Chrysler,Town and Country,Touring-L,Minivan,automatic,mi,4.9,27156.0,blue,black,21500,21800
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,ca,4.8,27025.0,black,black,22300,26250
2013,Chevrolet,Equinox,LT,SUV,automatic,fl,4.2,73256.0,gray,black,13800,16500
2013,Dodge,Charger,SE,Sedan,automatic,nc,4.3,56764.0,white,black,14150,15300
2013,Nissan,Altima,3.5 SL,Sedan,,pa,4.3,19935.0,silver,black,17950,18700
2014,Chevrolet,Express,LS 3500,Van,automatic,nj,3.1,20041.0,white,gray,22900,21200
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,2.1,27324.0,gray,black,21300,18000
2013,Chevrolet,Malibu,LS Fleet,sedan,automatic,tx,3.5,49795.0,silver,gray,11100,11500
2006,GMC,Yukon XL,Denali,SUV,automatic,nj,2.6,154805.0,white,tan,7575,6900
2002,Ford,F-150,XLT,SuperCab,automatic,tx,3.6,124432.0,gold,—,3225,4500
